N,D,genK,K,W,sep,ewexp,ewmin,ewmax,ewpmin,ewpmax,me,g,pattern,init_round,init_time,init_min,init_q25,init_mean,init_med,init_q75,init_max,init_var,final_round,final_time,final_min,final_q25,final_mean,final_med,final_q75,final_max,final_var
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,GonzalezForGMM_.*_2gmm0_sample1,0,0.0286666666666666,3352838.28362433,4048777.58460052,5399360.82685773,5161144.33117801,6089580.67902457,9250452.98652202,2516196544789.62,50,0.812555555555556,179987.144262149,180077.622081616,180185.040297884,180184.403048665,180291.285568548,180366.876328626,13663.2981372173
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,GonzalezForGMM_.*_2gmm0_sample0.1,0,0.0143333333333333,2745429.58455822,4239893.09704759,4838550.00662894,4973976.83081337,5492150.1451798,7037154.99347783,1031110492891.7,50,0.798555555555556,179981.417634118,180075.615520059,180156.958578535,180123.465629236,180249.587922184,180375.34118226,15336.3915052875
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,GonzalezKwedlo_.*_sample0.1_,0,0.00166666666666667,2660181.02050088,4343673.00061488,5070630.15762464,4785447.04500606,5498111.64615877,9780235.72012371,1915450720851.8,50,0.806444444444445,179962.633804568,180101.820662532,180206.181366502,180215.631323728,180308.379332745,180401.335705301,14788.8504106824
10000,3,10,10,0.5,1,0,50,50,1,1,UN,17,GonzalezKwedlo_.*_sample1_,0,0.0156666666666667,3515928.45172698,5137117.17810692,5775570.40945531,5958033.46128825,6447881.58553968,7289170.21308278,902976540724.452,50,0.821222222222223,179955.357591196,180114.47525615,180197.300701412,180167.635725429,180317.368901071,180437.169685453,15920.9186820363
10000,3,10,10,0.5,1,0,50,50,1,1,UN,18,UniformMeans2GMM,0,0.003,194383.798337244,196408.151291758,197471.987700841,197068.169766181,198272.993951738,204487.755799068,4257217.97002763,50,0.785777777777778,186951.795291165,187773.884287244,188379.740889515,188368.456989853,188915.887431495,189725.720623863,582057.978703039
10000,3,10,10,0.5,1,0,50,50,1,1,UN,18,AdaptiveMeans2GMM,0,0.003,192759.179806519,194730.28856809,195329.5177031,195311.545866931,196101.254467856,197563.04664156,1352479.04997964,50,0.781333333333334,186990.58691268,187501.285606243,188366.016255939,187960.71513802,189106.804742094,191744.383240997,1409538.56133681
10000,3,10,10,0.5,1,0,50,50,1,1,UN,18,Gonzalez2GMM,0,0.00333333333333333,195794.410000968,200921.623128227,202302.216087132,201552.349602598,204129.262563016,208964.552846961,9618054.07325361,50,0.787444444444445,188791.592681737,189562.596163526,191141.62807278,190683.333895645,192273.753684925,194914.289974677,2865975.37487366
10000,3,10,10,0.5,1,0,50,50,1,1,UN,18,Alt_AdaptMean+Means2GMM_i,0,0.0293333333333333,191539.529035799,192299.711595639,193329.86381652,193048.385928702,194028.661318716,197774.945226151,1898696.66011538,50,0.809111111111111,186778.782548256,187422.470653531,187785.652563783,187603.170305825,188133.058990535,189464.982456727,395029.448713581
10000,3,10,10,0.5,1,0,50,50,1,1,UN,18,Alt_AdaptMean+Means2GMM_f0.9,0,0.0303333333333333,191181.963137574,192765.761029932,193288.929087994,193423.732152009,193761.942075035,195256.403077957,710625.329846221,50,0.840000000000001,186949.788531811,187422.743552437,187980.899004603,188104.240659463,188481.44454033,189226.376644008,394533.12315859
10000,3,10,10,0.5,1,0,50,50,1,1,UN,18,Alt_AdaptMean+Means2GMM_f0.7,0,0.0293333333333333,191496.571712288,192747.359034422,193425.286085576,193418.075061193,193941.054314899,196589.245542743,1438072.94627004,50,0.83288888888889,187134.665129732,187469.801649811,188004.862396358,188067.922686805,188465.012079403,189383.888762329,342813.760202606
